,Reaction Type,Datetime,Content Type,Content ID,Category,Sentiment,Score,,,,
23681,intrigued,10-12-2020 16:41,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,45,,,,
23682,scared,24-09-2020 05:25,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,15,,,,
23683,interested,12-04-2021 16:28,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,30,,,,
23684,interested,03-03-2021 00:04,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,30,,,,
23685,worried,16-03-2021 12:24,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,12,,,,
23686,peeking,20-11-2020 18:19,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,neutral,35,,,,
23687,intrigued,12-07-2020 16:00,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,45,,,,
23688,super love,30-08-2020 23:49,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,75,,,,
23689,peeking,04-07-2020 19:57,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,neutral,35,,,,
23690,heart,31-03-2021 03:24,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,60,,,,
23691,dislike,04-10-2020 04:43,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,10,,,,
23692,super love,30-12-2020 09:30,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,75,,,,
23693,scared,11-08-2020 21:05,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,15,,,,
23694,heart,01-09-2020 12:52,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,60,,,,
23695,worried,24-11-2020 21:39,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,12,,,,
23696,want,15-12-2020 09:20,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,70,,,,
23697,cherish,13-05-2021 19:31,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,70,,,,
23698,like,10-03-2021 11:23,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,50,,,,
23699,disgust,31-07-2020 00:04,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,0,,,,
23700,scared,24-12-2020 04:18,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,15,,,,
23701,hate,12-03-2021 18:36,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,5,,,,
23702,super love,14-08-2020 19:21,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,75,,,,
23703,indifferent,08-02-2021 03:20,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,neutral,20,,,,
23704,hate,15-02-2021 09:16,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,5,,,,
23705,adore,02-01-2021 07:59,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,72,,,,
23706,love,20-11-2020 22:47,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,65,,,,
23707,interested,15-02-2021 20:57,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,30,,,,
23708,indifferent,17-08-2020 20:14,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,neutral,20,,,,
23709,indifferent,20-10-2020 09:12,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,neutral,20,,,,
23710,worried,22-09-2020 21:28,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,12,,,,
23711,hate,24-09-2020 23:41,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,negative,5,,,,
23712,heart,07-11-2020 11:29,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,60,,,,
23713,love,04-11-2020 18:10,video,24f994fa-51d4-4e5e-bdac-79de67e7afbb,food,positive,65,,,,
23714,cherish,07-12-2020 20:15,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,70,,,,
23715,scared,07-10-2020 23:06,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,15,,,,
23716,love,12-10-2020 16:31,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,65,,,,
23717,indifferent,03-01-2021 12:44,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,neutral,20,,,,
23718,dislike,23-09-2020 13:49,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,10,,,,
23719,scared,07-02-2021 16:53,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,15,,,,
23720,disgust,10-08-2020 08:10,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,0,,,,
23721,indifferent,13-05-2021 07:49,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,neutral,20,,,,
23722,intrigued,22-09-2020 12:38,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,45,,,,
23723,love,16-06-2021 17:03,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,65,,,,
23724,hate,20-11-2020 11:30,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,5,,,,
23725,worried,17-03-2021 08:34,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,12,,,,
23726,love,17-10-2020 09:34,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,65,,,,
23727,interested,25-04-2021 01:50,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,30,,,,
23728,heart,26-04-2021 21:04,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,60,,,,
23729,peeking,17-01-2021 20:29,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,neutral,35,,,,
23730,heart,07-06-2021 06:36,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,60,,,,
23731,love,01-10-2020 11:33,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,65,,,,
23732,hate,24-02-2021 07:50,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,5,,,,
23733,cherish,30-10-2020 10:32,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,70,,,,
23734,worried,12-09-2020 23:37,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,12,,,,
23735,worried,30-11-2020 19:17,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,12,,,,
23736,dislike,20-07-2020 23:37,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,10,,,,
23737,worried,19-12-2020 16:29,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,12,,,,
23738,interested,23-07-2020 09:51,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,30,,,,
23739,interested,20-04-2021 02:18,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,30,,,,
23740,hate,06-04-2021 21:55,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,5,,,,
23741,hate,30-08-2020 10:01,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,5,,,,
23742,heart,17-02-2021 18:11,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,60,,,,
23743,peeking,25-06-2020 11:53,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,neutral,35,,,,
23744,super love,26-06-2020 08:45,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,75,,,,
23745,worried,11-02-2021 23:05,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,negative,12,,,,
23746,interested,24-09-2020 22:46,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,30,,,,
23747,interested,23-08-2020 23:27,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,30,,,,
23748,peeking,05-01-2021 17:44,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,neutral,35,,,,
23749,peeking,26-04-2021 20:30,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,neutral,35,,,,
23750,love,29-05-2021 00:40,GIF,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,animals,positive,65,,,,
23751,cherish,26-03-2021 05:22,audio,e7baa303-bc5c-4990-b813-e16fc42342d3,science,positive,70,,,,
23752,hate,23-03-2021 10:28,audio,e7baa303-bc5c-4990-b813-e16fc42342d3,science,negative,5,,,,
23753,scared,10-07-2020 10:11,audio,e7baa303-bc5c-4990-b813-e16fc42342d3,science,negative,15,,,,
23754,heart,09-01-2021 23:13,audio,e7baa303-bc5c-4990-b813-e16fc42342d3,science,positive,60,,,,
23755,love,06-10-2020 11:30,audio,e7baa303-bc5c-4990-b813-e16fc42342d3,science,positive,65,,,,
23756,indifferent,02-06-2021 07:22,audio,e7baa303-bc5c-4990-b813-e16fc42342d3,science,neutral,20,,,,
23757,disgust,27-12-2020 03:52,audio,e7baa303-bc5c-4990-b813-e16fc42342d3,science,negative,0,,,,
23758,want,19-11-2020 17:08,audio,e7baa303-bc5c-4990-b813-e16fc42342d3,science,positive,70,,,,
23759,cherish,18-01-2021 02:57,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,70,,,,
23760,like,20-12-2020 17:51,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,50,,,,
23761,hate,03-10-2020 10:22,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,negative,5,,,,
23762,want,02-09-2020 03:12,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,70,,,,
23763,worried,14-12-2020 19:21,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,negative,12,,,,
23764,hate,31-10-2020 19:38,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,negative,5,,,,
23765,love,11-02-2021 00:57,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,65,,,,
23766,peeking,03-01-2021 11:43,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,neutral,35,,,,
23767,adore,16-09-2020 18:51,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,72,,,,
23768,want,22-07-2020 02:56,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,70,,,,
23769,heart,01-07-2020 03:47,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,60,,,,
23770,interested,04-02-2021 13:55,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,30,,,,
23771,cherish,02-05-2021 06:15,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,70,,,,
23772,intrigued,17-08-2020 02:09,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,45,,,,
23773,love,27-12-2020 06:30,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,65,,,,
23774,peeking,12-01-2021 19:22,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,neutral,35,,,,
23775,super love,20-07-2020 15:44,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,75,,,,
23776,want,10-02-2021 11:38,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,70,,,,
23777,super love,25-10-2020 11:49,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,75,,,,
23778,disgust,14-07-2020 09:17,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,negative,0,,,,
23779,adore,12-02-2021 19:53,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,positive,72,,,,
23780,hate,10-09-2020 21:20,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,negative,5,,,,
23781,worried,01-03-2021 19:32,video,73a7ec8f-08e7-41c6-a995-51537ff8772a,technology,negative,12,,,,
23782,heart,07-08-2020 23:16,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,60,,,,
23783,heart,09-11-2020 19:53,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,60,,,,
23784,dislike,16-02-2021 13:26,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,10,,,,
23785,hate,22-10-2020 16:17,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,5,,,,
23786,adore,23-03-2021 08:11,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,72,,,,
23787,adore,05-04-2021 03:41,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,72,,,,
23788,cherish,04-09-2020 09:21,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,70,,,,
23789,adore,05-12-2020 15:22,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,72,,,,
23790,super love,14-11-2020 11:38,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,75,,,,
23791,disgust,25-04-2021 06:26,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,0,,,,
23792,disgust,11-09-2020 20:53,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,0,,,,
23793,dislike,09-02-2021 15:59,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,10,,,,
23794,interested,10-11-2020 21:57,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,30,,,,
23795,heart,05-02-2021 21:50,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,60,,,,
23796,like,11-10-2020 14:23,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,50,,,,
23797,peeking,17-07-2020 00:38,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,neutral,35,,,,
23798,heart,24-02-2021 16:30,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,60,,,,
23799,super love,05-08-2020 05:50,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,75,,,,
23800,heart,13-11-2020 13:43,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,60,,,,
23801,peeking,15-09-2020 22:46,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,neutral,35,,,,
23802,intrigued,23-03-2021 08:01,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,45,,,,
23803,hate,06-06-2021 00:18,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,5,,,,
23804,dislike,29-08-2020 22:57,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,10,,,,
23805,heart,22-09-2020 03:25,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,60,,,,
23806,worried,13-01-2021 06:41,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,12,,,,
23807,intrigued,02-05-2021 08:52,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,45,,,,
23808,super love,17-04-2021 07:00,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,75,,,,
23809,interested,05-06-2021 08:12,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,30,,,,
23810,disgust,02-03-2021 10:54,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,0,,,,
23811,disgust,09-10-2020 07:38,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,0,,,,
23812,love,21-05-2021 08:31,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,65,,,,
23813,scared,25-01-2021 13:26,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,15,,,,
23814,want,16-01-2021 14:02,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,70,,,,
23815,worried,13-04-2021 10:19,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,12,,,,
23816,interested,10-07-2020 23:26,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,30,,,,
23817,like,18-03-2021 20:01,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,50,,,,
23818,disgust,17-03-2021 00:37,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,0,,,,
23819,want,29-09-2020 01:04,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,70,,,,
23820,like,05-05-2021 22:45,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,50,,,,
23821,cherish,02-11-2020 01:04,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,70,,,,
23822,intrigued,02-09-2020 10:29,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,45,,,,
23823,peeking,25-02-2021 18:06,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,neutral,35,,,,
23824,peeking,27-10-2020 02:49,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,neutral,35,,,,
23825,like,28-03-2021 05:41,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,50,,,,
23826,adore,12-11-2020 10:07,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,positive,72,,,,
23827,dislike,25-02-2021 01:31,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,10,,,,
23828,disgust,02-02-2021 22:33,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,0,,,,
23829,worried,20-09-2020 22:37,GIF,f3e9785c-d4e0-4258-a876-4d58ddb38790,studying,negative,12,,,,
23830,intrigued,09-08-2020 16:59,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,45,,,,
23831,peeking,15-01-2021 18:30,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,neutral,35,,,,
23832,dislike,10-09-2020 07:17,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,negative,10,,,,
23833,scared,03-01-2021 05:32,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,negative,15,,,,
23834,intrigued,29-05-2021 04:09,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,45,,,,
23835,cherish,10-05-2021 05:54,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,70,,,,
23836,hate,07-09-2020 05:35,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,negative,5,,,,
23837,super love,19-12-2020 04:47,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,75,,,,
23838,super love,19-08-2020 09:38,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,75,,,,
23839,indifferent,10-08-2020 00:36,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,neutral,20,,,,
23840,indifferent,01-07-2020 23:27,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,neutral,20,,,,
23841,scared,09-01-2021 00:52,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,negative,15,,,,
23842,peeking,29-05-2021 23:17,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,neutral,35,,,,
23843,want,06-06-2021 18:32,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,70,,,,
23844,want,23-07-2020 11:29,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,70,,,,
23845,peeking,07-02-2021 12:51,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,neutral,35,,,,
23846,adore,14-02-2021 17:27,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,72,,,,
23847,super love,01-12-2020 08:41,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,75,,,,
23848,super love,13-03-2021 12:05,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,positive,75,,,,
23849,disgust,20-03-2021 22:16,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,negative,0,,,,
23850,disgust,09-01-2021 16:04,photo,bea01dba-56f4-4d26-82a1-9b13fb382d89,dogs,negative,0,,,,
23851,like,28-10-2020 09:40,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,positive,50,,,,
23852,cherish,17-04-2021 02:35,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,positive,70,,,,
23853,super love,17-05-2021 03:04,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,positive,75,,,,
23854,super love,12-09-2020 00:16,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,positive,75,,,,
23855,want,21-01-2021 19:03,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,positive,70,,,,
23856,hate,15-05-2021 00:40,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,negative,5,,,,
23857,like,22-04-2021 22:40,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,positive,50,,,,
23858,love,17-11-2020 06:04,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,positive,65,,,,
23859,disgust,07-09-2020 07:21,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,negative,0,,,,
23860,peeking,13-12-2020 03:34,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,neutral,35,,,,
23861,intrigued,20-06-2020 06:12,photo,02c9f76b-f9cc-48c5-aedf-73f37c637a71,veganism,positive,45,,,,
23862,super love,12-11-2020 07:31,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,75,,,,
23863,worried,28-07-2020 02:35,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,negative,12,,,,
23864,super love,14-10-2020 01:55,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,75,,,,
23865,interested,07-06-2021 20:32,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,30,,,,
23866,disgust,24-11-2020 03:53,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,negative,0,,,,
23867,interested,23-09-2020 00:33,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,30,,,,
23868,worried,31-10-2020 16:30,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,negative,12,,,,
23869,want,29-12-2020 07:20,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,70,,,,
23870,hate,04-12-2020 17:53,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,negative,5,,,,
23871,adore,21-03-2021 19:27,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,72,,,,
23872,interested,25-08-2020 03:39,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,30,,,,
23873,scared,03-02-2021 00:33,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,negative,15,,,,
23874,dislike,07-01-2021 00:28,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,negative,10,,,,
23875,hate,12-10-2020 03:32,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,negative,5,,,,
23876,super love,02-08-2020 06:12,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,75,,,,
23877,intrigued,12-06-2021 23:53,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,positive,45,,,,
23878,worried,11-05-2021 00:18,GIF,8fe92544-5c15-4f77-bc40-c6e4b7d13674,animals,negative,12,,,,
23879,worried,12-03-2021 01:34,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,12,,,,
23880,heart,23-09-2020 05:03,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,60,,,,
23881,intrigued,31-12-2020 01:56,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,45,,,,
23882,dislike,03-06-2021 10:03,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,10,,,,
23883,hate,24-09-2020 00:07,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,5,,,,
23884,disgust,28-05-2021 17:11,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,0,,,,
23885,heart,29-11-2020 17:32,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,60,,,,
23886,dislike,06-12-2020 05:11,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,10,,,,
23887,scared,21-02-2021 23:26,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,15,,,,
23888,dislike,13-05-2021 07:28,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,10,,,,
23889,like,13-09-2020 00:33,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,50,,,,
23890,cherish,10-08-2020 00:41,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,70,,,,
23891,indifferent,03-11-2020 13:34,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,neutral,20,,,,
23892,worried,06-08-2020 17:28,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,12,,,,
23893,heart,24-04-2021 18:34,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,60,,,,
23894,want,25-05-2021 07:50,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,70,,,,
23895,dislike,26-04-2021 18:24,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,10,,,,
23896,disgust,07-07-2020 13:26,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,0,,,,
23897,heart,01-01-2021 21:25,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,60,,,,
23898,disgust,02-05-2021 12:12,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,0,,,,
23899,adore,17-08-2020 12:25,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,72,,,,
23900,heart,01-11-2020 22:19,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,60,,,,
23901,cherish,07-07-2020 08:39,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,70,,,,
23902,scared,23-06-2020 08:19,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,15,,,,
23903,adore,27-08-2020 10:31,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,72,,,,
23904,scared,13-08-2020 11:24,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,15,,,,
23905,adore,03-01-2021 07:40,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,72,,,,
23906,intrigued,11-12-2020 02:29,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,positive,45,,,,
23907,worried,16-01-2021 05:37,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,12,,,,
23908,hate,29-07-2020 10:13,GIF,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cooking,negative,5,,,,
